Nome do Banco|Nome da Tabela/View|PK: xxx FK: xxx
Vale_backup|dbo.Bilhete_Historico_Resumo|FK: Id_Usuario  Vale_backup dbo.Usuario(Id_Usuario)
Vale_backup|dbo.Bilhete_Historico_Resumo|PK: Dt_Historico
Vale_backup|dbo.Bilhete_Historico_Resumo|PK: Id_Lote
Vale_backup|dbo.Bilhete_Historico_Resumo|PK: Id_Usuario
Vale_backup|dbo.Bilhete_Manual_Tipo|FK: Id_Bilhete_Tipo  Vale_backup dbo.Bilhete_Tipo(Id_Bilhete_Tipo)
Vale_backup|dbo.Bilhete_Tipo|FK: Id_Conglomerado  Vale_backup dbo.Conglomerado(Id_Conglomerado)
Vale_backup|dbo.Bilhete_Tipo|PK: Id_Bilhete_Tipo
Vale_backup|dbo.Bilhete|FK: Id_Ativo  Vale_backup dbo.Ativo(Id_Ativo)
Vale_backup|dbo.Bilhete|FK: Id_Bilhete_Tipo  Vale_backup dbo.Bilhete_Tipo(Id_Bilhete_Tipo)
Vale_backup|dbo.Bilhete|FK: Id_Lote  Vale_backup dbo.Lote(Id_Lote)
Vale_backup|dbo.Bilhete|FK: Id_Tronco  Vale_backup dbo.Tronco(Id_Tronco)
Vale_backup|dbo.Bilhete|FK: Id_Usuario  Vale_backup dbo.Usuario(Id_Usuario)
Vale_backup|dbo.Bilhete|PK: Id_Bilhete
Vale_backup|dbo.Cargo_Map|PK: Id_Cargo
Vale_backup|dbo.Cargo|PK: Id_Cargo
Vale_backup|dbo.Centro_Custo_Map|PK: Id_Centro_Custo
Vale_backup|dbo.Centro_Custo|PK: Id_Centro_Custo
Vale_backup|dbo.cg_Bi_Arquivo_Campo_Importacao|PK: Id_Campo
Vale_backup|dbo.Cg_Bi_Arquivo_Campo|FK: Id_Arquivo  Vale_backup dbo.Cg_Bi_Arquivo(Id_Arquivo)
Vale_backup|dbo.Cg_Bi_Arquivo_Campo|FK: Id_Campo_Bilhete  Vale_backup dbo.Cg_Bi_Si_Campo_Bilhete(Id_Campo_Bilhete)
Vale_backup|dbo.Cg_Bi_Arquivo_Campo|PK: Id_Arquivo_Campo
Vale_backup|dbo.Cg_Bi_Arquivo|PK: Id_Arquivo
Vale_backup|dbo.Cg_Bi_Si_Campo_Bilhete|PK: Id_Campo_Bilhete
Vale_backup|dbo.Chamado_Tipo|PK: Id_Tipo_Solicitacao
Vale_backup|dbo.Chamado|FK: Id_Ativo  Vale_backup dbo.Ativo(Id_Ativo)
Vale_backup|dbo.Chamado|FK: Id_Conglomerado  Vale_backup dbo.Conglomerado(Id_Conglomerado)
Vale_backup|dbo.Chamado|FK: Id_Consumidor  Vale_backup dbo.Consumidor(Id_Consumidor)
Vale_backup|dbo.Chamado|FK: Id_Tipo_Solicitacao  Vale_backup dbo.Chamado_Tipo(Id_Tipo_Solicitacao)
Vale_backup|dbo.Chamado|PK: Id_Chamado
Vale_backup|dbo.ChamadoDadosAuxiliares|FK: Id_Chamado  Vale_backup dbo.Chamado(Id_Chamado)
Vale_backup|dbo.ChamadoDadosAuxiliares|PK: Id_Auxiliar
Vale_backup|dbo.Conglomerado_Email|FK: Id_Conglomerado  Vale_backup dbo.Conglomerado(Id_Conglomerado)
Vale_backup|dbo.Conglomerado_Email|PK: Id_Email
Vale_backup|dbo.Conglomerado|PK: Id_Conglomerado
Vale_backup|dbo.Consumidor_log|PK: id_Consumidor_log
Vale_backup|dbo.Consumidor_Satus_Data|FK: Id_Consumidor  Vale_backup dbo.Consumidor(Id_Consumidor)
Vale_backup|dbo.Consumidor_Satus_Data|PK: Id_Consumidor
Vale_backup|dbo.Consumidor_Status|PK: Id_Consumidor_Status
Vale_backup|dbo.Consumidor_Tipo|PK: Id_Consumidor_Tipo
Vale_backup|dbo.Consumidor_Unidade_Fornecedor|FK: Id_Consumidor_Fornecedor  Vale_backup dbo.Consumidor(Id_Consumidor)
Vale_backup|dbo.Consumidor_Unidade_Fornecedor|FK: Id_Consumidor_Unidade  Vale_backup dbo.Consumidor_Unidade(Id_Consumidor_Unidade)
Vale_backup|dbo.Consumidor_Unidade_Fornecedor|PK: Id_Consumidor_Fornecedor
Vale_backup|dbo.Consumidor_Unidade_Fornecedor|PK: Id_Consumidor_Unidade
Vale_backup|dbo.Consumidor_Unidade|FK: Id_Conglomerado  Vale_backup dbo.Conglomerado(Id_Conglomerado)
Vale_backup|dbo.Consumidor_Unidade|FK: Id_Consumidor  Vale_backup dbo.Consumidor(Id_Consumidor)
Vale_backup|dbo.Consumidor_Unidade|PK: Id_Consumidor_Unidade
Vale_backup|dbo.Consumidor|FK: Id_Cargo  Vale_backup dbo.Cargo(Id_Cargo)
Vale_backup|dbo.Consumidor|FK: Id_Centro_Custo  Vale_backup dbo.Centro_Custo(Id_Centro_Custo)
Vale_backup|dbo.Consumidor|FK: Id_Consumidor_Status  Vale_backup dbo.Consumidor_Status(Id_Consumidor_Status)
Vale_backup|dbo.Consumidor|FK: Id_Consumidor_Tipo  Vale_backup dbo.Consumidor_Tipo(Id_Consumidor_Tipo)
Vale_backup|dbo.Consumidor|FK: Id_Departamento  Vale_backup dbo.Departamento(Id_Departamento)
Vale_backup|dbo.Consumidor|FK: Id_Empresa_Contratada  Vale_backup dbo.Empresa_Contratada(Id_Empresa_Contratada)
Vale_backup|dbo.Consumidor|FK: Id_Filial  Vale_backup dbo.Filial(Id_Filial)
Vale_backup|dbo.Consumidor|FK: Id_Secao  Vale_backup dbo.Secao(Id_Secao)
Vale_backup|dbo.Consumidor|FK: Id_Setor  Vale_backup dbo.Setor(Id_Setor)
Vale_backup|dbo.Consumidor|PK: Id_Consumidor
Vale_backup|dbo.Contrato_Aditivo|FK: Id_Contrato  Vale_backup dbo.Contrato(Id_Contrato)
Vale_backup|dbo.Contrato_Aditivo|PK: Id_Contrato_Aditivo
Vale_backup|dbo.Contrato_Bilhete|PK: DB_Tipo_Parametro
Vale_backup|dbo.Contrato_Indice|PK: Id_Contrato_Indice
Vale_backup|dbo.Contrato_SLA_Operacao|FK: Id_Contrato  Vale_backup dbo.Contrato(Id_Contrato)
Vale_backup|dbo.Contrato_SLA_Operacao|PK: Id_Contrato_SLA_Operacao
Vale_backup|dbo.Contrato_SLA_Servico|FK: Id_Contrato  Vale_backup dbo.Contrato(Id_Contrato)
Vale_backup|dbo.Contrato_SLA_Servico|FK: Id_Contrato_Indice  Vale_backup dbo.Contrato_Indice(Id_Contrato_Indice)
Vale_backup|dbo.Contrato_SLA_Servico|FK: Id_Operadora  Vale_backup dbo.Conglomerado(Id_Conglomerado)
Vale_backup|dbo.Contrato_SLA_Servico|PK: Id_Contrato_SLA_Servico
Vale_backup|dbo.Contrato_Status|PK: Id_Contrato_Status
Vale_backup|dbo.Contrato|FK: Id_Contrato_Indice  Vale_backup dbo.Contrato_Indice(Id_Contrato_Indice)
Vale_backup|dbo.Contrato|FK: Id_Contrato_Status  Vale_backup dbo.Contrato_Status(Id_Contrato_Status)
Vale_backup|dbo.Contrato|FK: Id_Empresa_Contratada  Vale_backup dbo.Empresa_Contratada(Id_Empresa_Contratada)
Vale_backup|dbo.Contrato|FK: Id_Filial  Vale_backup dbo.Filial(Id_Filial)
Vale_backup|dbo.Contrato|FK: Id_Servico  Vale_backup dbo.Servico(Id_Servico)
Vale_backup|dbo.Contrato|PK: Id_Contrato
Vale_backup|dbo.Custo_Fixo_Item|FK: Id_Ativo_Tipo  Vale_backup dbo.Ativo_Tipo(Id_Ativo_Tipo)
Vale_backup|dbo.Custo_Fixo_Item|FK: Id_Conglomerado  Vale_backup dbo.Conglomerado(Id_Conglomerado)
Vale_backup|dbo.Custo_Fixo_Item|FK: Id_Custo_Fixo  Vale_backup dbo.Custo_Fixo(Id_Custo_Fixo)
Vale_backup|dbo.Custo_Fixo_Item|PK: Id_Custo_Fixo_Item
Vale_backup|dbo.Custo_Fixo|PK: Id_Custo_Fixo
Vale_backup|dbo.Departamento_Map|PK: Id_Departamento
Vale_backup|dbo.Departamento|PK: Id_Departamento
Vale_backup|dbo.Empresa_Contratada|PK: Id_Empresa_Contratada
Vale_backup|dbo.Empresa_Map|PK: Id_Empresa
Vale_backup|dbo.Empresa|FK: Id_Holding  Vale_backup dbo.Holding(Id_Holding)
Vale_backup|dbo.Empresa|PK: Id_Empresa
Vale_backup|dbo.Estoque_Aparelho_Status|PK: Id_Estoque_Aparelho_Status
Vale_backup|dbo.Estoque_Aparelho|FK: Id_Ativo_Modelo  Vale_backup dbo.Ativo_Modelo(Id_Ativo_Modelo)
Vale_backup|dbo.Estoque_Aparelho|FK: Id_Ativo_Tipo  Vale_backup dbo.Ativo_Tipo(Id_Ativo_Tipo)
Vale_backup|dbo.Estoque_Aparelho|FK: Id_Conglomerado  Vale_backup dbo.Conglomerado(Id_Conglomerado)
Vale_backup|dbo.Estoque_Aparelho|FK: Id_Consumidor  Vale_backup dbo.Consumidor(Id_Consumidor)
Vale_backup|dbo.Estoque_Aparelho|FK: Id_Estoque_Aparelho_Status  Vale_backup dbo.Estoque_Aparelho_Status(Id_Estoque_Aparelho_Status)
Vale_backup|dbo.Estoque_Aparelho|FK: Id_Estoque_Endereco_Entrega  Vale_backup dbo.Estoque_Endereco_Entrega(Id_Estoque_Endereco_Entrega)
Vale_backup|dbo.Estoque_Aparelho|FK: Id_Estoque_Nota_Fiscal  Vale_backup dbo.Estoque_Nota_Fiscal(Id_Estoque_Nota_Fiscal)
Vale_backup|dbo.Estoque_Aparelho|FK: Id_Estoque_Nota_Fiscal  Vale_backup dbo.Estoque_Nota_Fiscal(Id_Estoque_Nota_Fiscal)
Vale_backup|dbo.Estoque_Aparelho|PK: Id_Aparelho
Vale_backup|dbo.Estoque_Consumidor|FK: Id_Consumidor  Vale_backup dbo.Consumidor(Id_Consumidor)
Vale_backup|dbo.Estoque_Endereco_Entrega|PK: Id_Estoque_Endereco_Entrega
Vale_backup|dbo.Estoque_Nota_Fiscal|FK: Id_Ativo_Fr_Aquisicao  Vale_backup dbo.Ativo_Fr_Aquisicao(Id_Ativo_Fr_Aquisicao)
Vale_backup|dbo.Estoque_Nota_Fiscal|PK: Id_Estoque_Nota_Fiscal
Vale_backup|dbo.Fatura_Parametro_Campo|FK: Id_Fatura_Parametro  Vale_backup dbo.Fatura_Parametro(Id_Fatura_Parametro)
Vale_backup|dbo.Fatura_Parametro_Campo|PK: Id_Fatura_Parametro_Campo
Vale_backup|dbo.Fatura_Parametro|FK: Id_Ativo  Vale_backup dbo.Ativo(Id_Ativo)
Vale_backup|dbo.Fatura_Parametro|FK: Id_Contrato  Vale_backup dbo.Contrato(Id_Contrato)
Vale_backup|dbo.Fatura_Parametro|FK: Id_Fatura_Tipo_Rateio  Vale_backup dbo.Fatura_Tipo_Rateio(Id_Fatura_Tipo_Rateio)
Vale_backup|dbo.Fatura_Parametro|PK: Id_Fatura_Parametro
Vale_backup|dbo.Fatura_Plano_Conta|FK: Id_Conglomerado  Vale_backup dbo.Conglomerado(Id_Conglomerado)
Vale_backup|dbo.Fatura_Plano_Conta|FK: Id_Contrato  Vale_backup dbo.Contrato(Id_Contrato)
Vale_backup|dbo.Fatura_Plano_Conta|FK: Id_Empresa  Vale_backup dbo.Empresa(Id_Empresa)
Vale_backup|dbo.Fatura_Plano_Conta|PK: Id_Fatura_Plano_Conta
Vale_backup|dbo.Fatura_Tipo_Rateio|PK: Id_Fatura_Tipo_Rateio
Vale_backup|dbo.Fatura|FK: Id_Fatura_Parametro  Vale_backup dbo.Fatura_Parametro(Id_Fatura_Parametro)
Vale_backup|dbo.Fatura|PK: Id_Fatura
Vale_backup|dbo.Filial_Map|PK: Id_Filial
Vale_backup|dbo.Filial|FK: Id_Empresa  Vale_backup dbo.Empresa(Id_Empresa)
Vale_backup|dbo.Filial|PK: Id_Filial
Vale_backup|dbo.Holding|PK: Id_Holding
Vale_backup|dbo.Justificativa_Excedente|FK: Id_Ativo  Vale_backup dbo.Ativo(Id_Ativo)
Vale_backup|dbo.Justificativa_Excedente|FK: Id_Consumidor  Vale_backup dbo.Consumidor(Id_Consumidor)
Vale_backup|dbo.Justificativa_Excedente|FK: Id_Mail_Caixa_Siada  Vale_backup dbo.Mail_Caixa_Saida(Id_Mail_Caixa_Siada)
Vale_backup|dbo.Justificativa_Excedente|FK: Id_Usuario  Vale_backup dbo.Usuario(Id_Usuario)
Vale_backup|dbo.Log_Alteracao_Cadastro_Consumidor|FK: Id_Consumidor  Vale_backup dbo.Consumidor(Id_Consumidor)
Vale_backup|dbo.Log_Alteracao_Contrato_SLA_Servico|FK: Id_Contrato_SLA_Servico  Vale_backup dbo.Contrato_SLA_Servico(Id_Contrato_SLA_Servico)
Vale_backup|dbo.Log_Rastreio_Estoque_Aparelho|FK: Id_Aparelho  Vale_backup dbo.Estoque_Aparelho(Id_Aparelho)
Vale_backup|dbo.Log_Rastreio_Estoque_Aparelho|FK: Id_Ativo  Vale_backup dbo.Ativo(Id_Ativo)
Vale_backup|dbo.Log_Rastreio_Estoque_Aparelho|FK: Id_Consumidor  Vale_backup dbo.Consumidor(Id_Consumidor)
Vale_backup|dbo.Lote_Log_Criacao|FK: Id_Centro_Custo  Vale_backup dbo.Centro_Custo(Id_Centro_Custo)
Vale_backup|dbo.Lote_Log_Criacao|FK: Id_Consumidor  Vale_backup dbo.Consumidor(Id_Consumidor)
Vale_backup|dbo.Lote_Log_Criacao|FK: Id_Departamento  Vale_backup dbo.Departamento(Id_Departamento)
Vale_backup|dbo.Lote_Log_Criacao|FK: Id_Filial  Vale_backup dbo.Filial(Id_Filial)
Vale_backup|dbo.Lote_Log_Criacao|FK: Id_Lote  Vale_backup dbo.Lote(Id_Lote)
Vale_backup|dbo.Lote_Log_Criacao|FK: Id_Secao  Vale_backup dbo.Secao(Id_Secao)
Vale_backup|dbo.Lote_Log_Criacao|FK: Id_Setor  Vale_backup dbo.Setor(Id_Setor)
Vale_backup|dbo.Lote_Log_Criacao|PK: Id_Lote_Log_Criacao
Vale_backup|dbo.Lote_Marcacao|FK: Id_Lote  Vale_backup dbo.Lote(Id_Lote)
Vale_backup|dbo.Lote_Marcacao|FK: Id_Usuario  Vale_backup dbo.Usuario(Id_Usuario)
Vale_backup|dbo.Lote_Marcacao|PK: Id_Lote_Marcacao
Vale_backup|dbo.Lote|FK: Id_Ativo  Vale_backup dbo.Ativo(Id_Ativo)
Vale_backup|dbo.Lote|PK: Id_Lote
Vale_backup|dbo.Mail_Caixa_Saida_Anexos|PK: Id_Anexo
Vale_backup|dbo.Mail_Caixa_Saida|FK: Id_Mail_Sender  Vale_backup dbo.Mail_Sender(Id_Mail_Sender)
Vale_backup|dbo.Mail_Caixa_Saida|PK: Id_Mail_Caixa_Siada
Vale_backup|dbo.Mail_Sender|PK: Id_Mail_Sender
Vale_backup|dbo.Nota_Fiscal_Fatura|PK: Id_Nota_Fiscal
Vale_backup|dbo.Politica_Consumidor|FK: Id_Ativo_Tipo  Vale_backup dbo.Ativo_Tipo(Id_Ativo_Tipo)
Vale_backup|dbo.Politica_Consumidor|FK: Id_Consumidor  Vale_backup dbo.Consumidor(Id_Consumidor)
Vale_backup|dbo.Rateio_Ativo_Critica|FK: Id_Ativo  Vale_backup dbo.Ativo(Id_Ativo)
Vale_backup|dbo.Rateio_Ativo_Critica|FK: Id_Rateio  Vale_backup dbo.Rateio(Id_Rateio)
Vale_backup|dbo.Rateio_Item|FK: Id_Ativo  Vale_backup dbo.Ativo(Id_Ativo)
Vale_backup|dbo.Rateio_Item|FK: Id_Centro_Custo  Vale_backup dbo.Centro_Custo(Id_Centro_Custo)
Vale_backup|dbo.Rateio_Item|FK: Id_Conglomerado  Vale_backup dbo.Conglomerado(Id_Conglomerado)
Vale_backup|dbo.Rateio_Item|FK: Id_Consumidor  Vale_backup dbo.Consumidor(Id_Consumidor)
Vale_backup|dbo.Rateio_Item|FK: Id_Filial  Vale_backup dbo.Filial(Id_Filial)
Vale_backup|dbo.Rateio_Item|FK: Id_Rateio  Vale_backup dbo.Rateio(Id_Rateio)
Vale_backup|dbo.Rateio_Item|PK: Id_Rateio_Item
Vale_backup|dbo.Rateio|FK: Id_Fatura_Parametro  Vale_backup dbo.Fatura_Parametro(Id_Fatura_Parametro)
Vale_backup|dbo.Rateio|PK: Id_Rateio
Vale_backup|dbo.Rl_Ativo_Centro_Custo|FK: Id_Ativo  Vale_backup dbo.Ativo_Parametro(Id_Ativo)
Vale_backup|dbo.Rl_Ativo_Centro_Custo|FK: Id_Centro_Custo  Vale_backup dbo.Centro_Custo(Id_Centro_Custo)
Vale_backup|dbo.Rl_Ativo_Centro_Custo|PK: Id_Ativo
Vale_backup|dbo.Rl_Ativo_Centro_Custo|PK: Id_Centro_Custo
Vale_backup|dbo.Rl_Ativo_Tipo_Ativo_Complemento|FK: Id_Ativo_Complemento  Vale_backup dbo.Ativo_Complemento(Id_Ativo_Complemento)
Vale_backup|dbo.Rl_Ativo_Tipo_Ativo_Complemento|FK: Id_Ativo_Tipo  Vale_backup dbo.Ativo_Tipo(Id_Ativo_Tipo)
Vale_backup|dbo.Rl_Ativo_Tipo_Ativo_Complemento|PK: Id_Ativo_Tipo
Vale_backup|dbo.Rl_Consumidor_Ativo|FK: Id_Ativo  Vale_backup dbo.Ativo(Id_Ativo)
Vale_backup|dbo.Rl_Consumidor_Ativo|FK: Id_Consumidor  Vale_backup dbo.Consumidor(Id_Consumidor)
Vale_backup|dbo.Rl_Consumidor_Ativo|PK: Id_Ativo
Vale_backup|dbo.Rl_Consumidor_Ativo|PK: Id_Consumidor
Vale_backup|dbo.Rl_Estoque_Aparelho_Ativo|FK: Id_Aparelho  Vale_backup dbo.Estoque_Aparelho(Id_Aparelho)
Vale_backup|dbo.Rl_Estoque_Aparelho_Ativo|FK: Id_Ativo  Vale_backup dbo.Ativo(Id_Ativo)
Vale_backup|dbo.Rl_Estoque_Aparelho_Ativo|PK: Id_Aparelho
Vale_backup|dbo.Rl_Estoque_Aparelho_Ativo|PK: Id_Ativo
Vale_backup|dbo.Rl_Filial_Bilhete_Tipo|FK: Id_Bilhete_Tipo  Vale_backup dbo.Bilhete_Tipo(Id_Bilhete_Tipo)
Vale_backup|dbo.Rl_Filial_Bilhete_Tipo|FK: Id_Filial  Vale_backup dbo.Filial(Id_Filial)
Vale_backup|dbo.Rl_Filial_Bilhete_Tipo|PK: Id_Bilhete_Tipo
Vale_backup|dbo.Rl_Filial_Bilhete_Tipo|PK: Id_Filial
Vale_backup|dbo.Rl_Hi_Centro_Custo_Departamento|FK: Id_Centro_Custo  Vale_backup dbo.Centro_Custo(Id_Centro_Custo)
Vale_backup|dbo.Rl_Hi_Centro_Custo_Departamento|FK: Id_Departamento  Vale_backup dbo.Departamento(Id_Departamento)
Vale_backup|dbo.Rl_Hi_Centro_Custo_Departamento|PK: Id_Centro_Custo
Vale_backup|dbo.Rl_Hi_Centro_Custo_Departamento|PK: Id_Departamento
Vale_backup|dbo.Rl_Hi_Departamento_Setor|FK: Id_Departamento  Vale_backup dbo.Departamento(Id_Departamento)
Vale_backup|dbo.Rl_Hi_Departamento_Setor|FK: Id_Setor  Vale_backup dbo.Setor(Id_Setor)
Vale_backup|dbo.Rl_Hi_Departamento_Setor|PK: Id_Departamento
Vale_backup|dbo.Rl_Hi_Departamento_Setor|PK: Id_Setor
Vale_backup|dbo.Rl_Hi_Filial_Centro_Custo|FK: Id_Centro_Custo  Vale_backup dbo.Centro_Custo(Id_Centro_Custo)
Vale_backup|dbo.Rl_Hi_Filial_Centro_Custo|FK: Id_Filial  Vale_backup dbo.Filial(Id_Filial)
Vale_backup|dbo.Rl_Hi_Filial_Centro_Custo|PK: Id_Centro_Custo
Vale_backup|dbo.Rl_Hi_Filial_Centro_Custo|PK: Id_Filial
Vale_backup|dbo.Rl_Hi_Setor_Secao|FK: Id_Secao  Vale_backup dbo.Secao(Id_Secao)
Vale_backup|dbo.Rl_Hi_Setor_Secao|FK: Id_Setor  Vale_backup dbo.Setor(Id_Setor)
Vale_backup|dbo.Rl_Hi_Setor_Secao|PK: Id_Secao
Vale_backup|dbo.Rl_Hi_Setor_Secao|PK: Id_Setor
Vale_backup|dbo.Rl_Perfil_Ativo_Usuario|FK: Id_Ativo  Vale_backup dbo.Ativo(Id_Ativo)
Vale_backup|dbo.Rl_Perfil_Ativo_Usuario|FK: Id_Usuario  Vale_backup dbo.Usuario(Id_Usuario)
Vale_backup|dbo.Rl_Perfil_Ativo_Usuario|PK: Id_Ativo
Vale_backup|dbo.Rl_Perfil_Ativo_Usuario|PK: Id_Usuario
Vale_backup|dbo.Rl_Perfil_Centro_Custo_Usuario|FK: Id_Centro_Custo  Vale_backup dbo.Centro_Custo(Id_Centro_Custo)
Vale_backup|dbo.Rl_Perfil_Centro_Custo_Usuario|FK: Id_Usuario  Vale_backup dbo.Usuario(Id_Usuario)
Vale_backup|dbo.Rl_Perfil_Centro_Custo_Usuario|PK: Id_Centro_Custo
Vale_backup|dbo.Rl_Perfil_Centro_Custo_Usuario|PK: Id_Usuario
Vale_backup|dbo.Rl_Perfil_Conglomerado_Usuario|FK: Id_Conglomerado  Vale_backup dbo.Conglomerado(Id_Conglomerado)
Vale_backup|dbo.Rl_Perfil_Conglomerado_Usuario|FK: Id_Usuario  Vale_backup dbo.Usuario(Id_Usuario)
Vale_backup|dbo.Rl_Perfil_Conglomerado_Usuario|PK: Id_Conglomerado
Vale_backup|dbo.Rl_Perfil_Conglomerado_Usuario|PK: Id_Usuario
Vale_backup|dbo.Rl_Perfil_Consumidor_Usuario|FK: Id_Consumidor  Vale_backup dbo.Consumidor(Id_Consumidor)
Vale_backup|dbo.Rl_Perfil_Consumidor_Usuario|FK: Id_Usuario  Vale_backup dbo.Usuario(Id_Usuario)
Vale_backup|dbo.Rl_Perfil_Consumidor_Usuario|PK: Id_Consumidor
Vale_backup|dbo.Rl_Perfil_Consumidor_Usuario|PK: Id_Usuario
Vale_backup|dbo.Rl_Perfil_Departamento_Usuario|FK: Id_Departamento  Vale_backup dbo.Departamento(Id_Departamento)
Vale_backup|dbo.Rl_Perfil_Departamento_Usuario|FK: Id_Usuario  Vale_backup dbo.Usuario(Id_Usuario)
Vale_backup|dbo.Rl_Perfil_Departamento_Usuario|PK: Id_Departamento
Vale_backup|dbo.Rl_Perfil_Departamento_Usuario|PK: Id_Usuario
Vale_backup|dbo.Rl_Perfil_Filial_Usuario|FK: Id_Filial  Vale_backup dbo.Filial(Id_Filial)
Vale_backup|dbo.Rl_Perfil_Filial_Usuario|FK: Id_Usuario  Vale_backup dbo.Usuario(Id_Usuario)
Vale_backup|dbo.Rl_Perfil_Filial_Usuario|PK: Id_Filial
Vale_backup|dbo.Rl_Perfil_Filial_Usuario|PK: Id_Usuario
Vale_backup|dbo.Rl_Perfil_Secao_Usuario|FK: Id_Secao  Vale_backup dbo.Secao(Id_Secao)
Vale_backup|dbo.Rl_Perfil_Secao_Usuario|FK: Id_Usuario  Vale_backup dbo.Usuario(Id_Usuario)
Vale_backup|dbo.Rl_Perfil_Secao_Usuario|PK: Id_Secao
Vale_backup|dbo.Rl_Perfil_Secao_Usuario|PK: Id_Usuario
Vale_backup|dbo.Rl_Perfil_Setor_Usuario|FK: Id_Setor  Vale_backup dbo.Setor(Id_Setor)
Vale_backup|dbo.Rl_Perfil_Setor_Usuario|FK: Id_Usuario  Vale_backup dbo.Usuario(Id_Usuario)
Vale_backup|dbo.Rl_Perfil_Setor_Usuario|PK: Id_Setor
Vale_backup|dbo.Rl_Perfil_Setor_Usuario|PK: Id_Usuario
Vale_backup|dbo.Rl_Ra_Fatura_Parametro_Ativo|FK: Id_Ativo  Vale_backup dbo.Ativo(Id_Ativo)
Vale_backup|dbo.Rl_Ra_Fatura_Parametro_Ativo|FK: Id_Fatura_Parametro  Vale_backup dbo.Fatura_Parametro(Id_Fatura_Parametro)
Vale_backup|dbo.Rl_Ra_Fatura_Parametro_Ativo|PK: Id_Ativo
Vale_backup|dbo.Rl_Ra_Fatura_Parametro_Ativo|PK: Id_Fatura_Parametro
Vale_backup|dbo.Rl_Ra_Fatura_Parametro_Conglomerado|FK: Id_Conglomerado  Vale_backup dbo.Conglomerado(Id_Conglomerado)
Vale_backup|dbo.Rl_Ra_Fatura_Parametro_Conglomerado|FK: Id_Fatura_Parametro  Vale_backup dbo.Fatura_Parametro(Id_Fatura_Parametro)
Vale_backup|dbo.Rl_Ra_Fatura_Parametro_Conglomerado|PK: Id_Conglomerado
Vale_backup|dbo.Rl_Ra_Fatura_Parametro_Conglomerado|PK: Id_Fatura_Parametro
Vale_backup|dbo.Rl_Ra_Fatura_Parametro_Filial|FK: Id_Fatura_Parametro  Vale_backup dbo.Fatura_Parametro(Id_Fatura_Parametro)
Vale_backup|dbo.Rl_Ra_Fatura_Parametro_Filial|FK: Id_Filial  Vale_backup dbo.Filial(Id_Filial)
Vale_backup|dbo.Rl_Ra_Fatura_Parametro_Filial|PK: Id_Fatura_Parametro
Vale_backup|dbo.Rl_Ra_Fatura_Parametro_Filial|PK: Id_Filial
Vale_backup|dbo.Rl_Ra_Fatura_Parametro_Tronco_Grupo|FK: Id_Fatura_Parametro  Vale_backup dbo.Fatura_Parametro(Id_Fatura_Parametro)
Vale_backup|dbo.Rl_Ra_Fatura_Parametro_Tronco_Grupo|FK: Id_Tronco_Grupo  Vale_backup dbo.Tronco_Grupo(Id_Tronco_Grupo)
Vale_backup|dbo.Rl_Ra_Fatura_Parametro_Tronco_Grupo|PK: Id_Fatura_Parametro
Vale_backup|dbo.Rl_Ra_Fatura_Parametro_Tronco_Grupo|PK: Id_Tronco_Grupo
Vale_backup|dbo.Rl_Rateio_Fatura|FK: Id_Fatura  Vale_backup dbo.Fatura(Id_Fatura)
Vale_backup|dbo.Rl_Rateio_Fatura|FK: Id_Rateio  Vale_backup dbo.Rateio(Id_Rateio)
Vale_backup|dbo.Rl_Rateio_Fatura|PK: Id_Fatura
Vale_backup|dbo.Rl_Rateio_Fatura|PK: Id_Rateio
Vale_backup|dbo.Rl_Solicitacao_Ativo|FK: Id_Ativo  Vale_backup dbo.Ativo(Id_Ativo)
Vale_backup|dbo.Rl_Solicitacao_Ativo|FK: Id_Solicitacao  Vale_backup dbo.Solicitacao(Id_Solicitacao)
Vale_backup|dbo.Rl_Solicitacao_Ativo|PK: Id_Ativo
Vale_backup|dbo.Rl_Solicitacao_Ativo|PK: Id_Solicitacao
Vale_backup|dbo.Rl_Solicitacao_Fila_Atendimento_Usuario|FK: Id_Solicitacao_Fila_Atendimento  Vale_backup dbo.Solicitacao_Fila_Atendimento(Id_Solicitacao_Fila_Atendimento)
Vale_backup|dbo.Rl_Solicitacao_Fila_Atendimento_Usuario|FK: Id_Usuario  Vale_backup dbo.Usuario(Id_Usuario)
Vale_backup|dbo.Rl_Usuario_Grupo_Si_Tela|FK: Id_Tela  Vale_backup dbo.Si_Tela(Id_Tela)
Vale_backup|dbo.Rl_Usuario_Grupo_Si_Tela|FK: Id_Usuario_Grupo  Vale_backup dbo.Usuario_Grupo(Id_Usuario_Grupo)
Vale_backup|dbo.Rl_Usuario_Grupo_Si_Tela|PK: Id_Tela
Vale_backup|dbo.Rl_Usuario_Grupo_Si_Tela|PK: Id_Usuario_Grupo
Vale_backup|dbo.Rl_Usuario_Grupo_Si_Template|FK: Id_Template  Vale_backup dbo.Si_Template(Id_Template)
Vale_backup|dbo.Rl_Usuario_Grupo_Si_Template|FK: Id_Usuario_Grupo  Vale_backup dbo.Usuario_Grupo(Id_Usuario_Grupo)
Vale_backup|dbo.Rl_Usuario_Grupo_Si_Template|PK: Id_Template
Vale_backup|dbo.Rl_Usuario_Grupo_Si_Template|PK: Id_Usuario_Grupo
